,symbol,date,hdi
0,World,1990,0.593226666667
1,World,2000,0.625317919075
2,World,2010,0.678964102564
3,World,2011,0.683158974359
4,World,2012,0.687123076923
5,World,2013,0.689487179487
6,World,2014,0.691846153846
7,USA,1990,0.859
8,USA,2000,0.883
9,USA,2010,0.909
10,USA,2011,0.911
11,USA,2012,0.912
12,USA,2013,0.913
13,USA,2014,0.915
